DateTime,SM1 Phenyl grignard 210: Peak at 1.537 minutes,PDT 210: Peak at 1.961 minutes,SM2 Bromide 230: Peak at 1.877 minutes
2/7/2025 11:33:22.781,0.413962912,0.584579308,4.599302616
2/7/2025 11:39:12.648,0.305631458,2.120469407,3.324883295
2/7/2025 11:45:02.056,0.278731517,2.322622208,3.019535586
2/7/2025 11:50:50.425,0.265799689,2.406832882,2.88808208
2/7/2025 11:56:38.362,0.246879822,2.45717022,2.702406843
2/7/2025 12:02:27.467,0.244207897,2.454782968,2.65019331
2/7/2025 12:08:15.533,0.2444934,2.452924998,2.656786479
2/7/2025 12:14:03.571,0.243642082,2.460205731,2.618249045
2/7/2025 12:19:54.378,0.244104197,2.451940342,2.630811699
